coo: 54.99_73.37;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2018-04-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.56;84.64;12.16;96.96;20.54;109.85;28.22;123.91;34.64;139.72;39.14;157.55;41.06;176.93;40.06;196.56;36.33;214.98;30.45;231.44;23.12;246.01;14.93;259.22;6.38;271.67;--;--;--;--;--;--;--;--;
2018-04-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.91;84.48;12.52;96.80;20.89;109.69;28.58;123.78;35.02;139.63;39.52;157.53;41.44;177.01;40.42;196.74;36.66;215.22;30.76;231.71;23.40;246.30;15.20;259.50;6.65;271.95;--;--;--;--;--;--;--;--;
2018-04-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.26;84.32;12.87;96.63;21.25;109.53;28.95;123.64;35.39;139.54;39.91;157.51;41.82;177.09;40.78;196.91;37.00;215.46;31.06;231.98;23.69;246.58;15.47;259.78;6.92;272.22;--;--;--;--;--;--;--;--;
2018-04-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.61;84.16;13.21;96.47;21.60;109.38;29.31;123.50;35.77;139.44;40.29;157.49;42.20;177.17;41.14;197.09;37.33;215.70;31.37;232.25;23.97;246.86;15.74;260.06;7.18;272.50;--;--;--;--;--;--;--;--;
2018-04-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.95;84.00;13.56;96.31;21.95;109.22;29.67;123.37;36.14;139.35;40.67;157.47;42.57;177.24;41.50;197.26;37.65;215.94;31.67;232.52;24.25;247.14;16.01;260.34;7.45;272.77;--;--;--;--;--;--;--;--;
2018-04-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.30;83.84;13.90;96.15;22.30;109.06;30.03;123.23;36.51;139.25;41.04;157.45;42.94;177.32;41.85;197.43;37.98;216.18;31.96;232.79;24.52;247.42;16.28;260.62;7.71;273.04;-0.76;285.28;--;--;--;--;--;--;
2018-04-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.64;83.68;14.24;95.98;22.64;108.90;30.38;123.09;36.88;139.15;41.42;157.42;43.31;177.40;42.20;197.61;38.30;216.42;32.26;233.06;24.80;247.70;16.54;260.90;7.97;273.31;-0.49;285.54;--;--;--;--;--;--;
2018-04-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.97;83.52;14.58;95.82;22.98;108.74;30.73;122.94;37.24;139.06;41.79;157.40;43.68;177.47;42.55;197.78;38.62;216.66;32.55;233.33;25.07;247.97;16.80;261.17;8.23;273.58;-0.22;285.80;--;--;--;--;--;--;
2018-04-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.31;83.37;14.91;95.65;23.32;108.58;31.08;122.80;37.60;138.95;42.16;157.37;44.05;177.55;42.90;197.95;38.94;216.90;32.85;233.60;25.35;248.25;17.07;261.44;8.49;273.84;0.04;286.05;--;--;--;--;--;--;
2018-04-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.64;83.21;15.24;95.49;23.66;108.42;31.43;122.66;37.96;138.85;42.52;157.34;44.41;177.62;43.24;198.13;39.26;217.13;33.14;233.87;25.62;248.52;17.32;261.71;8.75;274.10;0.31;286.30;--;--;--;--;--;--;
2018-04-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.97;83.05;15.57;95.33;23.99;108.26;31.77;122.51;38.31;138.75;42.89;157.31;44.77;177.70;43.58;198.30;39.57;217.37;33.42;234.13;25.88;248.79;17.58;261.98;9.01;274.36;0.57;286.55;--;--;--;--;--;--;
2018-04-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.29;82.89;15.89;95.16;24.32;108.10;32.11;122.37;38.66;138.64;43.25;157.28;45.13;177.77;43.92;198.47;39.89;217.61;33.71;234.40;26.15;249.06;17.84;262.24;9.26;274.62;0.83;286.80;--;--;--;--;--;--;
2018-04-17;--;--;--;--;--;--;--;--;--;--;--;--;-0.76;70.55;7.62;82.73;16.22;95.00;24.65;107.93;32.45;122.22;39.01;138.54;43.61;157.25;45.48;177.84;44.26;198.64;40.20;217.84;33.99;234.66;26.42;249.33;18.09;262.51;9.52;274.88;1.10;287.04;--;--;--;--;--;--;
2018-04-18;--;--;--;--;--;--;--;--;--;--;--;--;-0.43;70.40;7.93;82.57;16.53;94.83;24.97;107.77;32.78;122.07;39.36;138.43;43.96;157.22;45.83;177.91;44.59;198.81;40.50;218.07;34.27;234.92;26.68;249.60;18.35;262.77;9.77;275.13;1.35;287.28;--;--;--;--;--;--;
2018-04-19;--;--;--;--;--;--;--;--;--;--;--;--;-0.11;70.25;8.25;82.41;16.85;94.66;25.29;107.61;33.11;121.92;39.70;138.32;44.31;157.18;46.18;177.97;44.92;198.97;40.81;218.30;34.55;235.18;26.94;249.86;18.60;263.03;10.02;275.38;1.61;287.52;--;--;--;--;--;--;
2018-04-20;--;--;--;--;--;--;--;--;--;--;--;--;0.21;70.11;8.56;82.25;17.16;94.50;25.61;107.44;33.43;121.77;40.04;138.21;44.66;157.14;46.53;178.04;45.25;199.14;41.11;218.53;34.83;235.44;27.20;250.12;18.85;263.28;10.27;275.62;1.87;287.76;--;--;--;--;--;--;
2018-04-21;--;--;--;--;--;--;--;--;--;--;--;--;0.52;69.96;8.87;82.09;17.47;94.33;25.92;107.28;33.75;121.62;40.37;138.09;45.00;157.10;46.87;178.10;45.58;199.30;41.41;218.76;35.10;235.69;27.45;250.38;19.10;263.54;10.52;275.87;2.12;287.99;--;--;--;--;--;--;
